,kernel,dimension,n_iters,calibrated,statistic,sample
1002,matern32,100,29,gpkern,1.2075241737599325,200
1003,matern32,100,29,noise,2.5959882000923393,200
1004,matern32,100,29,spectrum,2.277526306929101,200
1005,matern32,100,28,none,-5.918444459335041,201
1006,matern32,100,28,weightedmean,-5.5333884291763065,201
1007,matern32,100,28,gpkern,3.1384734288159777,201
1008,matern32,100,28,noise,3.3017003579838997,201
1009,matern32,100,28,spectrum,2.883002750073139,201
1010,matern32,100,28,none,-6.566184299254412,202
1011,matern32,100,28,weightedmean,-6.226562643442423,202
1012,matern32,100,28,gpkern,1.4571567383573547,202
1013,matern32,100,28,noise,2.688423782489422,202
1014,matern32,100,28,spectrum,2.2756268731964946,202
1015,matern32,100,27,none,-5.691183017013739,203
1016,matern32,100,27,weightedmean,-5.37924767140908,203
1017,matern32,100,28,gpkern,-11.722223280294635,203
1018,matern32,100,28,noise,-11.722223280294635,203
1019,matern32,100,28,spectrum,-11.722223280294635,203
1020,matern32,100,27,none,-5.558802174347276,204
1021,matern32,100,28,weightedmean,-5.4791439631391,204
1022,matern32,100,28,gpkern,2.687246454825746,204
1023,matern32,100,28,noise,3.428799085477282,204
1024,matern32,100,28,spectrum,3.0278895003603457,204
1025,matern32,100,28,none,-6.467702059918059,205
1026,matern32,100,28,weightedmean,-6.1617786351014985,205
1027,matern32,100,28,gpkern,2.6578187558550237,205
1028,matern32,100,28,noise,2.7036504773742314,205
1029,matern32,100,28,spectrum,2.399502341609754,205
1030,matern32,100,28,none,-5.363694482536293,206
1031,matern32,100,29,weightedmean,-5.705181798673941,206
1032,matern32,100,29,gpkern,2.3054823531898023,206
1033,matern32,100,29,noise,2.8137435847418066,206
1034,matern32,100,29,spectrum,2.6593394557400365,206
1035,matern32,100,28,none,-6.20083701174836,207
1036,matern32,100,28,weightedmean,-5.8646042267756915,207
1037,matern32,100,28,gpkern,2.6408776581463047,207
1038,matern32,100,28,noise,3.032308063794521,207
1039,matern32,100,28,spectrum,2.638205192360609,207
1040,matern32,100,29,none,-5.727255689031117,208
1041,matern32,100,29,weightedmean,-5.420374664186194,208
1042,matern32,100,29,gpkern,3.5252647540204576,208
1043,matern32,100,29,noise,3.5244406451382346,208
1044,matern32,100,29,spectrum,3.077009373904768,208
1045,matern32,100,27,none,-5.236693513241841,209
1046,matern32,100,28,weightedmean,-5.978378342992771,209
1047,matern32,100,28,gpkern,2.3800885844905966,209
1048,matern32,100,28,noise,3.1994746131432104,209
1049,matern32,100,28,spectrum,3.001028307999723,209
1050,matern32,100,28,none,-5.58677400290411,210
1051,matern32,100,28,weightedmean,-5.2346953992916,210
1052,matern32,100,29,gpkern,3.1198959285209433,210
1053,matern32,100,29,noise,3.6854474137893063,210
1054,matern32,100,29,spectrum,3.48095884579731,210
1055,matern32,100,28,none,-4.470292595720568,211
1056,matern32,100,29,weightedmean,-5.958455796764079,211
1057,matern32,100,30,gpkern,3.516070113979443,211
1058,matern32,100,30,noise,4.293216930396051,211
1059,matern32,100,30,spectrum,4.12129181777297,211
1060,matern32,100,28,none,-5.622589207893341,212
1061,matern32,100,28,weightedmean,-5.279911944584553,212
1062,matern32,100,29,gpkern,2.8937111258393005,212
1063,matern32,100,29,noise,3.469486154897055,212
1064,matern32,100,29,spectrum,3.34175955281636,212
1065,matern32,100,28,none,-6.663366382937168,213
1066,matern32,100,28,weightedmean,-6.297858457393657,213
1067,matern32,100,28,gpkern,2.583107418677697,213
1068,matern32,100,28,noise,2.6037145820059475,213
1069,matern32,100,28,spectrum,2.266138644459916,213
1070,matern32,100,28,none,-5.85545554563321,214
1071,matern32,100,28,weightedmean,-5.535485435198393,214
1072,matern32,100,29,gpkern,-12.478900250004184,214
1073,matern32,100,29,noise,-12.478900250004184,214
1074,matern32,100,29,spectrum,-12.478900250004184,214
1075,matern32,100,28,none,-6.711510906956028,215
1076,matern32,100,28,weightedmean,-6.3653132505697725,215
1077,matern32,100,29,gpkern,-10.86178047329668,215
1078,matern32,100,29,noise,-10.86178047329668,215
1079,matern32,100,29,spectrum,-10.86178047329668,215
1080,matern32,100,28,none,-12.275211244078434,216
1081,matern32,100,28,weightedmean,-12.275211244078434,216
1082,matern32,100,28,gpkern,-12.275211244078434,216
1083,matern32,100,28,noise,-12.275211244078434,216
1084,matern32,100,28,spectrum,-12.275211244078434,216
1085,matern32,100,29,none,-6.82353403564484,217
1086,matern32,100,29,weightedmean,-6.519514810145429,217
1087,matern32,100,29,gpkern,2.2600863889311005,217
1088,matern32,100,29,noise,2.1928742535467802,217
1089,matern32,100,29,spectrum,1.762983564917886,217
1090,matern32,100,29,none,-6.432584125171382,218
1091,matern32,100,29,weightedmean,-6.218161232846888,218
1092,matern32,100,29,gpkern,2.1935626665391688,218
1093,matern32,100,29,noise,2.7088887004038726,218
1094,matern32,100,29,spectrum,2.5352348625945,218
1095,matern32,100,27,none,-6.6760616055602,219
1096,matern32,100,27,weightedmean,-6.347951130825589,219
1097,matern32,100,27,gpkern,2.503846859542042,219
1098,matern32,100,27,noise,2.5979664209794264,219
1099,matern32,100,27,spectrum,2.299068459500271,219
1100,matern32,100,27,none,-4.793473821026398,220
1101,matern32,100,28,weightedmean,-5.6567684482766865,220
1102,matern32,100,28,gpkern,2.0962211703870994,220
1103,matern32,100,28,noise,3.16394372090851,220
1104,matern32,100,28,spectrum,2.824030535846184,220
1105,matern32,100,27,none,-6.279872691681064,221
1106,matern32,100,27,weightedmean,-6.120889457209248,221
1107,matern32,100,28,gpkern,3.1474819583286022,221
1108,matern32,100,28,noise,3.5464660507905728,221
1109,matern32,100,28,spectrum,3.3303580956454666,221
1110,matern32,100,28,none,-5.989602276107357,222
1111,matern32,100,28,weightedmean,-5.649281151740638,222
1112,matern32,100,29,gpkern,3.2404813952043603,222
1113,matern32,100,29,noise,3.5577311146751773,222
1114,matern32,100,29,spectrum,3.141524506690378,222
1115,matern32,100,28,none,-6.04273586409652,223
1116,matern32,100,28,weightedmean,-5.691267787901922,223
1117,matern32,100,29,gpkern,3.389676091505279,223
1118,matern32,100,29,noise,3.5884633628081084,223
1119,matern32,100,29,spectrum,3.5884633628866807,223
1120,matern32,100,27,none,-4.414253257885475,224
1121,matern32,100,27,weightedmean,-4.077629172220421,224
1122,matern32,100,28,gpkern,0.8552662989744135,224
1123,matern32,100,28,noise,3.868011943711253,224
1124,matern32,100,28,spectrum,3.731622324894862,224
1125,matern32,100,26,none,-5.401397579448773,225
1126,matern32,100,27,weightedmean,-4.9486746449485794,225
1127,matern32,100,27,gpkern,3.5101748628215654,225
1128,matern32,100,27,noise,4.056989906547658,225
1129,matern32,100,27,spectrum,3.770474414802325,225
1130,matern32,100,29,none,-6.167757436562933,226
1131,matern32,100,29,weightedmean,-5.8943453090408635,226
1132,matern32,100,30,gpkern,-11.136321640561732,226
1133,matern32,100,30,noise,-11.136321640561732,226
1134,matern32,100,30,spectrum,-11.136321640561732,226
1135,matern32,100,27,none,-5.4957273662207315,227
1136,matern32,100,27,weightedmean,-5.262442279048638,227
1137,matern32,100,27,gpkern,1.3893604649586226,227
1138,matern32,100,27,noise,3.5363606777454812,227
1139,matern32,100,27,spectrum,3.211784886778058,227
1140,matern32,100,28,none,-7.02510145232687,228
1141,matern32,100,28,weightedmean,-6.424463067315832,228
1142,matern32,100,29,gpkern,-10.859991557739539,228
1143,matern32,100,29,noise,-10.859991557739539,228
1144,matern32,100,29,spectrum,-10.859991557739539,228
1145,matern32,100,26,none,-4.67521093949047,229
1146,matern32,100,26,weightedmean,-4.549362569985369,229
1147,matern32,100,26,gpkern,-12.441376067834451,229
1148,matern32,100,26,noise,-12.441376067834451,229
1149,matern32,100,26,spectrum,-12.441376067834451,229
1150,matern32,100,29,none,-7.33626810721688,230
1151,matern32,100,29,weightedmean,-7.464469623406633,230
1152,matern32,100,29,gpkern,1.1965556553777885,230
1153,matern32,100,29,noise,1.2333513109610106,230
1154,matern32,100,29,spectrum,0.9915494668424323,230
1155,matern32,100,28,none,-4.839786021705513,231
1156,matern32,100,28,weightedmean,-4.52203050393237,231
1157,matern32,100,29,gpkern,2.937345891581424,231
1158,matern32,100,29,noise,3.223654779738102,231
1159,matern32,100,29,spectrum,2.9088085598025666,231
1160,matern32,100,29,none,-9.757124006765373,232
1161,matern32,100,28,weightedmean,-8.095288467149228,232
1162,matern32,100,29,gpkern,4.786652933002399,232
1163,matern32,100,29,noise,5.543397667928633,232
1164,matern32,100,29,spectrum,5.278716600182202,232
1165,matern32,100,28,none,-5.829831156566427,233
1166,matern32,100,28,weightedmean,-5.490856530515345,233
1167,matern32,100,28,gpkern,3.3706322249903957,233
1168,matern32,100,28,noise,3.410293455145826,233
1169,matern32,100,28,spectrum,2.980169780331797,233
1170,matern32,100,29,none,-5.8582835711854795,234
1171,matern32,100,29,weightedmean,-5.502117973659651,234
1172,matern32,100,29,gpkern,2.4027092290058247,234
1173,matern32,100,29,noise,3.391980912753955,234
1174,matern32,100,29,spectrum,3.173121910135587,234
1175,matern32,100,28,none,-5.767181404432269,235
1176,matern32,100,28,weightedmean,-5.424610710119013,235
1177,matern32,100,28,gpkern,3.86009615571047,235
1178,matern32,100,28,noise,3.505545275560129,235
1179,matern32,100,28,spectrum,3.0803184748101886,235
1180,matern32,100,28,none,-6.1960425726602715,236
1181,matern32,100,28,weightedmean,-5.836354637893267,236
1182,matern32,100,29,gpkern,3.7750965158738965,236
1183,matern32,100,29,noise,4.132042037555035,236
1184,matern32,100,29,spectrum,4.132042037634943,236
1185,matern32,100,28,none,-7.088824127233219,237
1186,matern32,100,28,weightedmean,-6.511888434128774,237
1187,matern32,100,29,gpkern,5.1180151585456475,237
1188,matern32,100,29,noise,5.284701661720286,237
1189,matern32,100,29,spectrum,5.284701662579496,237
1190,matern32,100,28,none,-5.691792522062001,238
1191,matern32,100,29,weightedmean,-7.720995106098711,238
1192,matern32,100,29,gpkern,-13.317379222520422,238
1193,matern32,100,29,noise,-13.317379222520422,238
1194,matern32,100,29,spectrum,-13.317379222520422,238
1195,matern32,100,26,none,-8.42317335442598,239
1196,matern32,100,26,weightedmean,-6.834358022189899,239
1197,matern32,100,27,gpkern,4.936368060971378,239
1198,matern32,100,27,noise,5.0483834221301915,239
1199,matern32,100,27,spectrum,5.048383422079066,239
1200,matern32,100,28,none,-4.191274913714124,240
1201,matern32,100,28,weightedmean,-3.8468222347087346,240
1202,matern32,100,29,gpkern,-11.262967166441978,240
1203,matern32,100,29,noise,-11.262967166441978,240
1204,matern32,100,29,spectrum,-11.262967166441978,240
1205,matern32,100,26,none,-5.054464000315503,241
1206,matern32,100,26,weightedmean,-4.71090521149961,241
1207,matern32,100,27,gpkern,2.6985345176370457,241
1208,matern32,100,27,noise,3.6977210679761705,241
1209,matern32,100,27,spectrum,3.46222596141428,241
1210,matern32,100,28,none,-5.331070533061636,242
1211,matern32,100,29,weightedmean,-5.608116347492399,242
1212,matern32,100,29,gpkern,3.0008606914250486,242
1213,matern32,100,29,noise,3.3597956090620604,242
1214,matern32,100,29,spectrum,3.0077578699883216,242
1215,matern32,100,27,none,-4.249000761287978,243
1216,matern32,100,27,weightedmean,-3.879414453279689,243
1217,matern32,100,29,gpkern,3.651846917017535,243
1218,matern32,100,29,noise,4.2987144138475095,243
1219,matern32,100,29,spectrum,4.053822020709866,243
1220,matern32,100,27,none,-4.321034854905284,244
1221,matern32,100,28,weightedmean,-5.7009341127938455,244
1222,matern32,100,28,gpkern,-1.4187612579083213,244
1223,matern32,100,28,noise,3.3027397301986925,244
1224,matern32,100,28,spectrum,2.9662953417789506,244
1225,matern32,100,28,none,-5.806398406157107,245
1226,matern32,100,28,weightedmean,-5.480701846653477,245
1227,matern32,100,28,gpkern,-2.0876673044406937,245
1228,matern32,100,28,noise,3.415904929522006,245
1229,matern32,100,28,spectrum,2.88682693065625,245
1230,matern32,100,29,none,-6.453704736917537,246
1231,matern32,100,29,weightedmean,-6.068410332429057,246
1232,matern32,100,30,gpkern,3.2646204573656474,246
1233,matern32,100,30,noise,3.4516896549782006,246
1234,matern32,100,30,spectrum,3.2262877298244432,246
1235,matern32,100,28,none,-5.54790102983546,247
1236,matern32,100,28,weightedmean,-5.230353659881006,247
1237,matern32,100,28,gpkern,3.332040011100554,247
1238,matern32,100,28,noise,3.6704521213941907,247
1239,matern32,100,28,spectrum,3.384791604012873,247
1240,matern32,100,27,none,-5.872082277151085,248
1241,matern32,100,27,weightedmean,-5.520234193663866,248
1242,matern32,100,28,gpkern,3.780133719249593,248
1243,matern32,100,28,noise,3.7700777237239826,248
1244,matern32,100,28,spectrum,3.5879003434861727,248
1245,matern32,100,29,none,-5.7860467243036515,249
1246,matern32,100,29,weightedmean,-5.444905626287873,249
1247,matern32,100,30,gpkern,-10.937552864918509,249
1248,matern32,100,30,noise,-10.937552864918509,249
1249,matern32,100,30,spectrum,-10.937552864918509,249
1250,matern32,100,28,none,-6.0744980472601044,250
1251,matern32,100,28,weightedmean,-5.76839701276555,250
1252,matern32,100,29,gpkern,2.689257086144698,250
1253,matern32,100,29,noise,2.924951324831838,250
1254,matern32,100,29,spectrum,2.613841682552734,250
1255,matern32,100,28,none,-5.405153566886251,251
1256,matern32,100,28,weightedmean,-5.057954817605299,251
1257,matern32,100,28,gpkern,3.02116478329023,251
1258,matern32,100,28,noise,3.830722452638499,251
1259,matern32,100,28,spectrum,3.39393842549435,251
1260,matern32,100,28,none,-6.38475376757912,252
1261,matern32,100,28,weightedmean,-6.091020355417369,252
1262,matern32,100,29,gpkern,-12.710770408116208,252
1263,matern32,100,29,noise,-12.710770408116208,252
1264,matern32,100,29,spectrum,-12.710770408116208,252
1265,matern32,100,29,none,-7.417662141248419,253
1266,matern32,100,30,weightedmean,-9.818147002773127,253
1267,matern32,100,30,gpkern,-9.818147002773127,253
1268,matern32,100,30,noise,-9.818147002773127,253
1269,matern32,100,30,spectrum,-9.818147002773127,253
1270,matern32,100,29,none,-6.893167610228553,254
1271,matern32,100,29,weightedmean,-6.552838197230437,254
1272,matern32,100,30,gpkern,-11.777791078777664,254
1273,matern32,100,30,noise,-11.777791078777664,254
1274,matern32,100,30,spectrum,-11.777791078777664,254
1275,matern32,100,27,none,-6.829461442453775,255
1276,matern32,100,27,weightedmean,-6.539500967131982,255
1277,matern32,100,28,gpkern,4.128604861067442,255
1278,matern32,100,28,noise,4.2547259438911365,255
1279,matern32,100,28,spectrum,4.091605432165553,255
1280,matern32,100,28,none,-6.064972931924716,256
1281,matern32,100,28,weightedmean,-5.745874467236094,256
1282,matern32,100,28,gpkern,2.7901616814016332,256
1283,matern32,100,28,noise,3.2242499912671665,256
1284,matern32,100,28,spectrum,2.6867170714857576,256
1285,matern32,100,27,none,-5.821770131551919,257
1286,matern32,100,27,weightedmean,-5.454848157749629,257
1287,matern32,100,27,gpkern,3.134220017867185,257
1288,matern32,100,27,noise,3.381933477874827,257
1289,matern32,100,27,spectrum,2.8796956107038834,257
1290,matern32,100,29,none,-6.233479589514478,258
1291,matern32,100,29,weightedmean,-5.890266543219563,258
1292,matern32,100,30,gpkern,3.1835894869434056,258
1293,matern32,100,30,noise,3.3307472623882526,258
1294,matern32,100,30,spectrum,3.1795575024100637,258
1295,matern32,100,29,none,-12.074003546330028,259
1296,matern32,100,29,weightedmean,-12.074003546330028,259
1297,matern32,100,29,gpkern,-12.074003546330028,259
1298,matern32,100,29,noise,-12.074003546330028,259
1299,matern32,100,29,spectrum,-12.074003546330028,259
1300,matern32,100,29,none,-7.060183277765074,260
1301,matern32,100,29,weightedmean,-6.647031996902725,260
1302,matern32,100,29,gpkern,2.2461571143941073,260
1303,matern32,100,29,noise,2.4513887747827408,260
1304,matern32,100,29,spectrum,2.2909278164976734,260
1305,matern32,100,27,none,-5.594736014234027,261
1306,matern32,100,27,weightedmean,-5.2567310202723485,261
1307,matern32,100,28,gpkern,-12.258613226080763,261
1308,matern32,100,28,noise,-12.258613226080763,261
1309,matern32,100,28,spectrum,-12.258613226080763,261
1310,matern32,100,28,none,-6.5026571199854235,262
1311,matern32,100,28,weightedmean,-6.189355193958484,262
1312,matern32,100,29,gpkern,3.1085615698846856,262
1313,matern32,100,29,noise,3.1327699895647214,262
1314,matern32,100,29,spectrum,3.006446227228628,262
1315,matern32,100,27,none,-5.667466486930547,263
1316,matern32,100,27,weightedmean,-5.342318080352758,263
1317,matern32,100,28,gpkern,2.5848687661394605,263
1318,matern32,100,28,noise,3.6643880810319365,263
1319,matern32,100,28,spectrum,3.328016090227121,263
1320,matern32,100,28,none,-6.062277881517645,264
1321,matern32,100,28,weightedmean,-5.73023858466512,264
1322,matern32,100,29,gpkern,4.049507158313531,264
1323,matern32,100,29,noise,3.8027660887627115,264
1324,matern32,100,29,spectrum,3.6174494390800165,264
1325,matern32,100,28,none,-4.627999662579843,265
1326,matern32,100,28,weightedmean,-4.280563253869304,265
1327,matern32,100,29,gpkern,2.3819379210803717,265
1328,matern32,100,29,noise,3.435512422843717,265
1329,matern32,100,29,spectrum,3.0691014811354282,265
1330,matern32,100,28,none,-5.676087307806548,266
1331,matern32,100,28,weightedmean,-5.359763122213265,266
1332,matern32,100,28,gpkern,3.193549334143735,266
1333,matern32,100,28,noise,3.434257497768469,266
1334,matern32,100,28,spectrum,3.001001404789231,266
1335,matern32,100,28,none,-7.0716726463781745,267
1336,matern32,100,28,weightedmean,-6.770666096359048,267
1337,matern32,100,29,gpkern,5.258774872945565,267
1338,matern32,100,29,noise,4.796229228937852,267
1339,matern32,100,29,spectrum,4.634992404876833,267
1340,matern32,100,28,none,-5.72166072673668,268
1341,matern32,100,28,weightedmean,-5.404806649240104,268
1342,matern32,100,29,gpkern,-12.508769335874604,268
1343,matern32,100,29,noise,-12.508769335874604,268
1344,matern32,100,29,spectrum,-12.508769335874604,268
1345,matern32,100,28,none,-6.084378579836557,269
1346,matern32,100,28,weightedmean,-5.7010164693857295,269
1347,matern32,100,28,gpkern,3.9274692316811604,269
1348,matern32,100,28,noise,3.275829746074728,269
1349,matern32,100,28,spectrum,2.8346196954306686,269
1350,matern32,100,28,none,-5.783447723436533,270
1351,matern32,100,28,weightedmean,-5.446275441650956,270
1352,matern32,100,28,gpkern,2.7522312673464864,270
1353,matern32,100,28,noise,3.4248993032832273,270
1354,matern32,100,28,spectrum,3.0764028042568956,270
1355,matern32,100,27,none,-6.250618793711954,271
1356,matern32,100,27,weightedmean,-5.900394931342948,271
1357,matern32,100,28,gpkern,3.173593162153716,271
1358,matern32,100,28,noise,3.1673167565968257,271
1359,matern32,100,28,spectrum,2.955642083939756,271
1360,matern32,100,27,none,-5.903212161369285,272
1361,matern32,100,27,weightedmean,-5.587428275680575,272
1362,matern32,100,28,gpkern,3.3336930285235526,272
1363,matern32,100,28,noise,3.6765410549113278,272
1364,matern32,100,28,spectrum,3.335872136809705,272
1365,matern32,100,29,none,-6.102899758509129,273
1366,matern32,100,29,weightedmean,-5.7782684727680875,273
1367,matern32,100,29,gpkern,2.4699469510436307,273
1368,matern32,100,29,noise,3.0230748468079587,273
1369,matern32,100,29,spectrum,2.7447464560835786,273
1370,matern32,100,26,none,-5.125704560332181,274
1371,matern32,100,27,weightedmean,-5.608397287999594,274
1372,matern32,100,27,gpkern,3.226288779119286,274
1373,matern32,100,27,noise,3.468806191886051,274
1374,matern32,100,27,spectrum,3.048651339389817,274
1375,matern32,100,27,none,-4.66833739143668,275
1376,matern32,100,28,weightedmean,-5.302051101508472,275
1377,matern32,100,28,gpkern,-5.621426106272183,275
1378,matern32,100,28,noise,3.5860238624808343,275
1379,matern32,100,28,spectrum,3.3798204941695227,275
1380,matern32,100,27,none,-5.628645583288212,276
1381,matern32,100,27,weightedmean,-5.2552916945748676,276
1382,matern32,100,28,gpkern,-12.805239474932229,276
1383,matern32,100,28,noise,-12.805239474932229,276
1384,matern32,100,28,spectrum,-12.805239474932229,276
1385,matern32,100,28,none,-4.548100155692936,277
1386,matern32,100,28,weightedmean,-4.154383679772275,277
1387,matern32,100,29,gpkern,1.0674810203733465,277
1388,matern32,100,29,noise,2.901906113589429,277
1389,matern32,100,29,spectrum,2.901906115681287,277
1390,matern32,100,27,none,-6.467359972492474,278
1391,matern32,100,27,weightedmean,-6.141297978907971,278
1392,matern32,100,27,gpkern,2.3289240697745064,278
1393,matern32,100,27,noise,2.8093197949313575,278
1394,matern32,100,27,spectrum,2.662862287786669,278
1395,matern32,100,28,none,-5.355774551697687,279
1396,matern32,100,29,weightedmean,-6.100325044811085,279
1397,matern32,100,29,gpkern,2.115720944590346,279
1398,matern32,100,29,noise,2.780539589909899,279
1399,matern32,100,29,spectrum,2.3319908457268443,279
1400,matern32,100,27,none,-5.9434038397838,280
1401,matern32,100,27,weightedmean,-5.612975494880828,280
1402,matern32,100,28,gpkern,-13.480984074940174,280
1403,matern32,100,28,noise,-13.480984074940174,280
1404,matern32,100,28,spectrum,-13.480984074940174,280
1405,matern32,100,28,none,-5.581379661158442,281
1406,matern32,100,29,weightedmean,-6.18144799043824,281
1407,matern32,100,28,gpkern,-5.634643163686473,281
1408,matern32,100,29,noise,2.967136103436772,281
1409,matern32,100,29,spectrum,2.7780340799672167,281
1410,matern32,100,27,none,-5.617112859273228,282
1411,matern32,100,27,weightedmean,-5.311821369515321,282
1412,matern32,100,27,gpkern,2.509201820791393,282
1413,matern32,100,27,noise,3.5837125682336524,282
1414,matern32,100,27,spectrum,3.0100580617074253,282
1415,matern32,100,28,none,-5.8620288330815296,283
1416,matern32,100,28,weightedmean,-5.5450905800716335,283
1417,matern32,100,29,gpkern,1.69985170321117,283
1418,matern32,100,29,noise,2.309127355203286,283
1419,matern32,100,29,spectrum,2.0246878789664615,283
1420,matern32,100,26,none,-3.779008698480376,284
1421,matern32,100,26,weightedmean,-3.421657833924752,284
1422,matern32,100,26,gpkern,5.980540571285637,284
1423,matern32,100,26,noise,5.431622450918039,284
1424,matern32,100,26,spectrum,4.785293302344251,284
1425,matern32,100,27,none,-5.764551075778299,285
1426,matern32,100,27,weightedmean,-5.546806900544467,285
1427,matern32,100,27,gpkern,3.354367411019438,285
1428,matern32,100,27,noise,3.3037580517323155,285
1429,matern32,100,27,spectrum,3.00670323254624,285
1430,matern32,100,27,none,-6.2141302092508095,286
1431,matern32,100,27,weightedmean,-5.8588570016484205,286
1432,matern32,100,28,gpkern,3.271151544368746,286
1433,matern32,100,28,noise,3.757872570878057,286
1434,matern32,100,28,spectrum,3.561940995813739,286
1435,matern32,100,27,none,-5.993322566785553,287
1436,matern32,100,27,weightedmean,-5.666785495026561,287
1437,matern32,100,28,gpkern,4.2030290433622195,287
1438,matern32,100,28,noise,4.310506033663751,287
1439,matern32,100,28,spectrum,4.137791456929612,287
1440,matern32,100,30,none,-6.959106370391184,288
1441,matern32,100,30,weightedmean,-6.663706640632982,288
1442,matern32,100,30,gpkern,2.1557046675608995,288
1443,matern32,100,30,noise,2.0280325698707733,288
1444,matern32,100,30,spectrum,1.899655965460684,288
1445,matern32,100,26,none,-5.079904971290845,289
1446,matern32,100,26,weightedmean,-4.755981101440841,289
1447,matern32,100,27,gpkern,-0.6137100938322488,289
1448,matern32,100,27,noise,1.0628576348562264,289
1449,matern32,100,27,spectrum,0.8878989122077785,289
1450,matern32,100,27,none,-5.726969916769404,290
1451,matern32,100,27,weightedmean,-5.37618090134343,290
1452,matern32,100,28,gpkern,-12.741610988138977,290
1453,matern32,100,28,noise,-12.741610988138977,290
1454,matern32,100,28,spectrum,-12.741610988138977,290
1455,matern32,100,27,none,-6.377518001008278,291
1456,matern32,100,27,weightedmean,-6.024857813639358,291
1457,matern32,100,28,gpkern,1.0116212845610626,291
1458,matern32,100,28,noise,1.734832083512245,291
1459,matern32,100,28,spectrum,1.5151367513968799,291
1460,matern32,100,28,none,-5.691645191665528,292
1461,matern32,100,28,weightedmean,-5.326264224169726,292
1462,matern32,100,29,gpkern,3.7031986516983064,292
1463,matern32,100,29,noise,4.091757838650271,292
1464,matern32,100,29,spectrum,3.66164757208965,292
1465,matern32,100,28,none,-7.113220354326925,293
1466,matern32,100,28,weightedmean,-6.316825446683628,293
1467,matern32,100,29,gpkern,-10.572575113085842,293
1468,matern32,100,29,noise,-10.572575113085842,293
1469,matern32,100,29,spectrum,-10.572575113085842,293
1470,matern32,100,27,none,-5.621293573495448,294
1471,matern32,100,27,weightedmean,-5.291493967922513,294
1472,matern32,100,27,gpkern,2.3421014871747707,294
1473,matern32,100,27,noise,3.5750084278972407,294
1474,matern32,100,27,spectrum,3.3346039195079484,294
1475,matern32,100,27,none,-6.088156693824557,295
1476,matern32,100,27,weightedmean,-5.733090935669281,295
1477,matern32,100,28,gpkern,3.5666140490417666,295
1478,matern32,100,28,noise,3.9274965245826836,295
1479,matern32,100,28,spectrum,3.73944970475596,295
1480,matern32,100,27,none,-5.826959555575428,296
1481,matern32,100,27,weightedmean,-5.481970535559196,296
1482,matern32,100,28,gpkern,3.3666648671467163,296
1483,matern32,100,28,noise,3.524854586517364,296
1484,matern32,100,28,spectrum,3.1406832150034174,296
1485,matern32,100,28,none,-6.311033239563843,297
1486,matern32,100,28,weightedmean,-6.048109934276356,297
1487,matern32,100,29,gpkern,-10.949885839254193,297
1488,matern32,100,29,noise,-10.949885839254193,297
1489,matern32,100,29,spectrum,-10.949885839254193,297
1490,matern32,100,27,none,-5.452651820084155,298
1491,matern32,100,28,weightedmean,-5.403951307763293,298
1492,matern32,100,28,gpkern,2.573042358600959,298
1493,matern32,100,28,noise,3.5993135759509114,298
1494,matern32,100,28,spectrum,3.0331228917238655,298
1495,matern32,100,29,none,-5.736043063831666,299
1496,matern32,100,29,weightedmean,-5.433300843678085,299
1497,matern32,100,29,gpkern,3.1496959969085827,299
1498,matern32,100,29,noise,3.4427241371560013,299
1499,matern32,100,29,spectrum,3.1982257839745465,299
1500,matern32,100,29,none,-6.003775534784948,300
1501,matern32,100,29,weightedmean,-5.679457804250939,300
1502,matern32,100,30,gpkern,0.8526368636769863,300
1503,matern32,100,30,noise,2.5877036733409233,300
1504,matern32,100,30,spectrum,2.5877036736787535,300
1505,matern32,100,28,none,-6.4345410682080955,301
1506,matern32,100,28,weightedmean,-6.1071263856788915,301
1507,matern32,100,29,gpkern,0.7503026224386522,301
1508,matern32,100,29,noise,1.0055505574379957,301
1509,matern32,100,29,spectrum,0.6106348148004734,301
1510,matern32,100,28,none,-7.55748814988121,302
1511,matern32,100,28,weightedmean,-6.991939546907317,302
1512,matern32,100,28,gpkern,1.8109520213644346,302
1513,matern32,100,28,noise,2.294050617343582,302
1514,matern32,100,28,spectrum,1.9843261803096466,302
1515,matern32,100,28,none,-5.902914112856104,303
1516,matern32,100,28,weightedmean,-5.583079995955966,303
1517,matern32,100,29,gpkern,3.326501857682856,303
1518,matern32,100,29,noise,4.035691453768227,303
1519,matern32,100,29,spectrum,4.035691453615971,303
1520,matern32,100,27,none,-7.180355907873307,304
1521,matern32,100,27,weightedmean,-6.606975469916326,304
1522,matern32,100,28,gpkern,-11.12698076215386,304
1523,matern32,100,28,noise,-11.12698076215386,304
1524,matern32,100,28,spectrum,-11.12698076215386,304
1525,matern32,100,27,none,-4.7620984850153345,305
1526,matern32,100,28,weightedmean,-6.465244197209292,305
1527,matern32,100,29,gpkern,2.405621818582439,305
1528,matern32,100,29,noise,2.529893251126377,305
1529,matern32,100,29,spectrum,2.529893251788855,305
1530,matern32,100,29,none,-4.3851997398678115,306
1531,matern32,100,29,weightedmean,-4.047236694712195,306
1532,matern32,100,30,gpkern,-4.414169957431059,306
1533,matern32,100,30,noise,2.287031927985138,306
1534,matern32,100,30,spectrum,2.0550688371475454,306
1535,matern32,100,29,none,-5.432145070997218,307
1536,matern32,100,29,weightedmean,-5.1012442343344935,307
1537,matern32,100,30,gpkern,2.7338541948424773,307
